,center_index,t_mean,t_std,t_count,t_sem,t_sem_check,x,y
37,353500_-980500,54.48875,8.128082458767365,24,1.6591378842705446,1.6591378842705446,353500,-980500
38,353500_-981000,62.64454545454546,2.2715297208549248,11,0.6848919803833204,0.6848919803833204,353500,-981000
39,353500_-990500,736.6136899857037,4.357805690907294,30,0.7956228260447702,0.7956228260447702,353500,-990500
40,353500_-994000,722.067619047619,18.070686180873736,21,3.9433470135069695,3.9433470135069695,353500,-994000
41,353500_-994500,734.8900000000001,5.0487424176719,2,3.5699999999999648,3.5699999999999648,353500,-994500
42,353500_-996000,727.2033333333334,0.5150080905513226,3,0.2973400597146413,0.2973400597146413,353500,-996000
43,353500_-996500,727.5822222222222,1.002834544769522,18,0.23637036900488448,0.23637036900488448,353500,-996500
44,354000_-1000000,767.2408333333333,3.780294501113911,12,1.0912770239170893,1.0912770239170893,354000,-1000000
45,354000_-981000,51.69045454545455,9.08241339715844,22,1.9363770425119726,1.9363770425119726,354000,-981000
46,354000_-990500,744.1245869224416,1.5709121056416964,31,0.28214414319129383,0.28214414319129383,354000,-990500
47,354000_-994500,780.2022727272728,15.599639779668438,22,3.325854375914788,3.325854375914788,354000,-994500
48,354000_-995000,792.905,0.5586143571373468,2,0.39499999999998175,0.39499999999998175,354000,-995000
49,354000_-996000,727.6190476190476,0.672137670138421,21,0.1466724643257416,0.1466724643257416,354000,-996000
50,354000_-999500,777.827,1.5558852428404708,10,0.49201411452200744,0.49201411452200744,354000,-999500
51,354500_-990500,760.205728572455,2.8022117423456576,30,0.5116115273961904,0.5116115273961904,354500,-990500
52,354500_-995000,778.6991304347827,12.256607833047553,23,2.5556794006352637,2.5556794006352637,354500,-995000
53,354500_-995500,729.3142105263157,2.5983420264756902,19,0.5961005428506431,0.5961005428506431,354500,-995500
54,354500_-996000,727.19,0.6635761699559656,4,0.3317880849779828,0.3317880849779828,354500,-996000
55,354500_-999000,763.6850000000001,2.1330494602797963,4,1.0665247301398981,1.0665247301398981,354500,-999000
56,354500_-999500,774.604705882353,3.2174137860381467,17,0.7803374635972764,0.7803374635972764,354500,-999500
57,355000_-990500,757.299332912243,5.707784413164529,30,1.042094092155533,1.042094092155533,355000,-990500
58,355000_-995000,787.1338888888889,9.903335824736851,18,2.334238639346366,2.334238639346366,355000,-995000
59,355000_-995500,717.9616666666666,20.977259457989643,30,3.829906066593174,3.829906066593174,355000,-995500
60,355000_-999000,742.0959090909091,11.831468797072661,22,2.522477623074944,2.522477623074944,355000,-999000
61,355500_-990500,749.1819052342287,8.28602308475644,30,1.512813918509881,1.512813918509881,355500,-990500
62,355500_-994500,825.0123529411766,3.4518826917564036,17,0.8372045261972388,0.8372045261972388,355500,-994500
63,355500_-995000,805.83,7.872500661585714,7,2.9755255638210367,2.9755255638210367,355500,-995000
64,355500_-995500,712.38,,1,,,355500,-995500
65,355500_-996000,721.7622727272727,3.272789594764955,22,0.6977610860850764,0.6977610860850764,355500,-996000
66,355500_-998500,728.9972727272727,5.815338651906955,22,1.2398343664370326,1.2398343664370326,355500,-998500
67,355500_-999000,725.86,,1,,,355500,-999000
68,356000_-1000000,801.6371428571429,19.117067804152686,21,4.171686203720615,4.171686203720615,356000,-1000000
69,356000_-981500,150.78464285714287,40.694891888216766,28,7.690611683348663,7.690611683348663,356000,-981500
70,356000_-990500,737.5102286950197,14.013242282123493,31,2.5168526124551622,2.5168526124551622,356000,-990500
71,356000_-994000,853.199375,10.830533670292189,16,2.707633417573047,2.707633417573047,356000,-994000
72,356000_-994500,834.2714285714285,2.0244623036864553,7,0.7651748277398972,0.7651748277398972,356000,-994500
73,356000_-996000,726.625,0.7990306627408759,2,0.5650000000000546,0.5650000000000546,356000,-996000
74,356000_-996500,716.8,3.628304011518308,21,0.791760846528313,0.791760846528313,356000,-996500
75,356000_-998000,761.3340000000001,4.465944115425704,20,0.9986154625807041,0.9986154625807041,356000,-998000
76,356000_-998500,748.985,3.6535142899223976,4,1.8267571449611988,1.8267571449611988,356000,-998500
77,356500_-1000000,782.576,5.460964200578517,5,2.442217435037272,2.442217435037272,356500,-1000000
78,356500_-981500,242.59971428571427,12.786436859540856,35,2.161302302931697,2.161302302931697,356500,-981500
79,356500_-990500,772.47382466423,11.955322822769487,30,2.182733330762395,2.182733330762395,356500,-990500
80,356500_-993500,892.7775,3.131224467627053,16,0.7828061169067633,0.7828061169067633,356500,-993500
81,356500_-994000,884.59375,5.306965604615453,8,1.8762956832736764,1.8762956832736764,356500,-994000
82,356500_-996500,720.396,1.285468786085485,5,0.5748791177282561,0.5748791177282561,356500,-996500
83,356500_-997000,730.474375,6.1677904944422846,16,1.5419476236105711,1.5419476236105711,356500,-997000
84,356500_-997500,752.799,3.4323367826415265,20,0.7674938367659373,0.7674938367659373,356500,-997500
85,356500_-998000,752.1375,0.9004582166874123,4,0.45022910834370616,0.45022910834370616,356500,-998000
86,356500_-999500,805.7787179487179,29.875672040843487,39,4.783936207586527,4.783936207586527,356500,-999500
87,357000_-981500,196.95457142857143,24.557383619842327,35,4.150955450262025,4.150955450262025,357000,-981500
88,357000_-990500,788.8760692257157,0.9142306442902913,30,0.16691491554675805,0.16691491554675805,357000,-990500
89,357000_-993000,881.5953333333333,0.37728099923129316,15,0.09741353512421944,0.09741353512421944,357000,-993000
90,357000_-993500,882.1988888888889,0.573376936326435,9,0.19112564544214503,0.19112564544214503,357000,-993500
91,357000_-997000,755.5658823529411,12.860538684614381,34,2.2055641885818678,2.2055641885818678,357000,-997000
92,357000_-997500,753.2118181818182,13.568061628826555,11,4.090924505021456,4.090924505021456,357000,-997500
93,357000_-999000,854.4063333333332,24.88464108549733,30,4.543293085982243,4.543293085982243,357000,-999000
94,357000_-999500,886.6478571428571,12.9981774927052,14,3.473909059298514,3.473909059298514,357000,-999500
95,357500_-981500,144.93171428571426,10.67715992357581,35,1.8047694275653796,1.8047694275653796,357500,-981500
96,357500_-990500,790.2442789964776,5.193529181805123,30,0.9482043619786715,0.9482043619786715,357500,-990500
97,357500_-992500,886.888,1.5153415456589516,15,0.39125950467688836,0.39125950467688836,357500,-992500
98,357500_-993000,884.1333333333333,1.7509211861189402,9,0.5836403953729801,0.5836403953729801,357500,-993000
99,357500_-996500,740.7495,3.398440005897452,20,0.7599142870641489,0.7599142870641489,357500,-996500
100,357500_-997000,754.5,2.7021843016345004,4,1.3510921508172502,1.3510921508172502,357500,-997000
101,357500_-997500,837.0519047619048,42.621019417541774,21,9.30066893700323,9.30066893700323,357500,-997500
102,357500_-998500,864.394,6.7883727218329915,20,1.517926286262384,1.517926286262384,357500,-998500
103,357500_-999000,843.41,12.113490144391104,24,2.472655821499261,2.472655821499261,357500,-999000
104,358000_-1000000,760.7966666666667,4.605760885384018,3,2.659137286999512,2.659137286999512,358000,-1000000
105,358000_-981500,136.23470588235293,3.0469392791108043,17,0.7389913225068927,0.7389913225068927,358000,-981500
106,358000_-982000,144.56611111111113,3.057613715626426,18,0.7206864641894807,0.7206864641894807,358000,-982000
107,358000_-990500,741.6369205563814,11.888629197458712,31,2.135260837693907,2.135260837693907,358000,-990500
108,358000_-992000,890.3026666666667,0.7504138540705304,15,0.19375602397189914,0.19375602397189914,358000,-992000
109,358000_-992500,891.0999999999999,0.5933801479658332,9,0.1977933826552777,0.1977933826552777,358000,-992500
110,358000_-996000,760.1925,8.149434513801369,20,1.8222689551042808,1.8222689551042808,358000,-996000
111,358000_-996500,744.1375,1.3037222352429014,4,0.6518611176214507,0.6518611176214507,358000,-996500
112,358000_-997500,888.495,0.5020458146424744,2,0.35500000000001813,0.35500000000001813,358000,-997500
113,358000_-998000,873.3617857142857,12.51211532980955,28,2.36456753843107,2.36456753843107,358000,-998000
114,358000_-998500,850.3744117647059,3.3034263123414314,34,0.5665329386890909,0.5665329386890909,358000,-998500
115,358500_-1000000,781.7581818181818,14.707897754731514,11,4.4345980279413695,4.4345980279413695,358500,-1000000
116,358500_-982000,204.91823529411766,25.35537232781944,34,4.3484104799825545,4.3484104799825545,358500,-982000
117,358500_-990500,749.1058204728683,14.834057948053957,30,2.708316052495983,2.708316052495983,358500,-990500
118,358500_-991500,925.9526666666666,9.375544530217763,15,2.4207551884772958,2.4207551884772958,358500,-991500
119,358500_-992000,897.0777777777778,3.1963994500757495,9,1.0654664833585832,1.0654664833585832,358500,-992000
120,358500_-995500,800.274,12.075975017843502,20,2.7002701034487306,2.7002701034487306,358500,-995500
121,358500_-996000,778.81,2.1885611711806843,4,1.0942805855903421,1.0942805855903421,358500,-996000
122,358500_-997500,887.5099999999999,2.5800000000000125,3,1.4895636945092419,1.4895636945092419,358500,-997500
123,358500_-998000,886.1686538461538,12.758252850582503,52,1.7692513399273009,1.7692513399273009,358500,-998000
124,358500_-998500,861.0677777777778,1.003428843737545,9,0.33447628124584833,0.33447628124584833,358500,-998500
125,358500_-999500,802.8525,0.9278900796969555,16,0.23197251992423887,0.23197251992423887,358500,-999500
126,359000_-1000000,764.8742307692307,3.6687067727763814,26,0.7194925932321838,0.7194925932321838,359000,-1000000
127,359000_-982000,290.47222222222223,17.632060890373264,18,4.15591660729235,4.15591660729235,359000,-982000
128,359000_-990500,829.9181251027823,29.192581100232523,30,5.329811726798778,5.329811726798778,359000,-990500
129,359000_-991000,926.4615384615385,1.7993463913036423,13,0.49904889816664416,0.49904889816664416,359000,-991000
130,359000_-991500,930.558,2.453047084749881,10,0.7757215995445718,0.7757215995445718,359000,-991500
131,359000_-995000,819.0238095238095,3.868184944118527,21,0.8441071575481751,0.8441071575481751,359000,-995000
132,359000_-995500,822.665,1.2727529218194098,4,0.6363764609097049,0.6363764609097049,359000,-995500
133,359000_-997500,862.3275609756098,12.377023426593334,41,1.9329663095144867,1.9329663095144867,359000,-997500
134,359000_-998000,881.1625,8.492837668686857,4,4.246418834343428,4.246418834343428,359000,-998000
135,359000_-998500,882.4000000000001,12.444610881823525,21,2.7156367314394023,2.7156367314394023,359000,-998500
136,359000_-999000,844.5729411764705,12.628325683115076,17,3.0628188627166915,3.0628188627166915,359000,-999000
137,359000_-999500,777.3408333333333,24.084887001687587,24,4.916306972227137,4.916306972227137,359000,-999500
138,359500_-990500,852.2024801929975,22.341992062097678,41,3.4892329484231697,3.4892329484231697,359500,-990500
139,359500_-991000,880.9833333333332,25.56931909120536,12,7.381226630151427,7.381226630151427,359500,-991000
140,359500_-994500,797.1466666666668,4.916866210640009,21,1.0729481710585014,1.0729481710585014,359500,-994500
141,359500_-995000,809.8333333333334,1.1950034867452408,3,0.6899355847549062,0.6899355847549062,359500,-995000
142,359500_-997000,903.1931428571428,11.798421073683178,35,1.9942971539003862,1.9942971539003862,359500,-997000
143,359500_-997500,877.74,9.962856016223403,9,3.320952005407801,3.320952005407801,359500,-997500
144,359500_-998500,799.4717647058824,13.145225480803857,17,3.1881854782302943,3.1881854782302943,359500,-998500
145,359500_-999000,788.2257142857144,39.88464360902351,42,6.1543341209164675,6.1543341209164675,359500,-999000
146,359500_-999500,759.5217647058824,0.3290157091969932,34,0.05642572861694346,0.05642572861694346,359500,-999500
147,360000_-990000,832.9109850058144,18.48796175612924,18,4.357654376025513,4.357654376025513,360000,-990000
148,360000_-990500,822.003125697267,14.111640179579956,37,2.319939354740535,2.319939354740535,360000,-990500
149,360000_-994000,782.0828571428572,7.303172696066396,21,1.5936829377647133,1.5936829377647133,360000,-994000
150,360000_-994500,792.1866666666666,0.3550117368951996,3,0.2049661218619201,0.2049661218619201,360000,-994500
151,360000_-996500,805.3455555555555,10.835374876668928,27,2.085268867271771,2.085268867271771,360000,-996500
152,360000_-997000,861.7955555555556,23.764188386587065,18,5.6012729191834385,5.6012729191834385,360000,-997000
153,360000_-998000,840.9258823529411,12.102301464403162,17,2.935239250047149,2.935239250047149,360000,-998000
154,360000_-998500,781.1865,19.900182298821175,20,4.4498160384802175,4.4498160384802175,360000,-998500
155,360000_-999000,770.0019047619048,11.0857650402349,42,1.7105706826008897,1.7105706826008897,360000,-999000
156,360000_-999500,780.3164285714286,21.65676998685953,14,5.788015242499797,5.788015242499797,360000,-999500
157,360500_-1000000,787.0325,7.482997394092762,8,2.645639100482128,2.645639100482128,360500,-1000000
158,360500_-982000,692.4699999999999,13.485578408062507,9,4.4951928026875025,4.4951928026875025,360500,-982000
159,360500_-989500,760.71125,4.970600531410423,8,1.7573726711648834,1.7573726711648834,360500,-989500
160,360500_-990000,834.1264361332146,24.176874774770273,45,3.604075698659083,3.604075698659083,360500,-990000
161,360500_-993500,769.6136363636364,2.9105858442433674,22,0.6205389870071851,0.6205389870071851,360500,-993500
162,360500_-994000,768.915,0.3181980515339384,2,0.22499999999999432,0.22499999999999432,360500,-994000
163,360500_-996000,909.4045,20.139895592422604,20,4.503417560440534,4.503417560440534,360500,-996000
164,360500_-996500,828.5067999999999,31.482191754493005,25,6.296438350898601,6.296438350898601,360500,-996500
165,360500_-997500,808.3005882352942,20.81668995979797,17,5.048788910587158,5.048788910587158,360500,-997500
166,360500_-998000,775.1366666666667,59.8719589067648,21,13.065132556930248,13.065132556930248,360500,-998000
167,360500_-998500,751.7182857142857,14.373337752632873,35,2.4295375112575375,2.4295375112575375,360500,-998500
168,360500_-999500,803.8264285714286,3.841216968904195,14,1.0266084175644137,1.0266084175644137,360500,-999500
169,361000_-1000000,768.7666666666668,3.1158284077700698,6,1.2720316208508713,1.2720316208508713,361000,-1000000
170,361000_-981500,704.6,,1,,,361000,-981500
171,361000_-982000,709.0658536585366,15.922305733719915,41,2.486646384375561,2.486646384375561,361000,-982000
172,361000_-982500,799.4771428571429,9.426158132710137,7,3.5627528911314283,3.5627528911314283,361000,-982500
173,361000_-989000,803.7683333333334,7.156382931807574,6,2.9215810978152104,2.9215810978152104,361000,-989000
174,361000_-989500,767.1958823529412,10.804593385930504,17,2.620498810120084,2.620498810120084,361000,-989500
175,361000_-990000,879.7300959976346,15.338526824886783,30,2.8004190469628614,2.8004190469628614,361000,-990000
176,361000_-993000,768.2134782608696,2.4829227804338836,23,0.5177251887111342,0.5177251887111342,361000,-993000
177,361000_-993500,772.315,0.12020815280164394,2,0.08499999999995111,0.08499999999995111,361000,-993500
178,361000_-995500,900.7,14.430560824662546,15,3.7259547833567472,3.7259547833567472,361000,-995500
179,361000_-996000,888.0893333333333,11.103812931114975,30,2.027269605563076,2.027269605563076,361000,-996000
180,361000_-997000,885.13,28.077864724725682,17,6.809882470696948,6.809882470696948,361000,-997000
181,361000_-997500,773.067037037037,29.07795329465732,27,5.596054720717923,5.596054720717923,361000,-997500
182,361000_-998000,756.110625,2.6408184673353667,32,0.4668351615338757,0.4668351615338757,361000,-998000
183,361500_-981500,703.9853658536585,4.549664876428207,41,0.7105382790842532,0.7105382790842532,361500,-981500
184,361500_-982500,833.0666666666666,9.58360671391831,18,2.258877765212188,2.258877765212188,361500,-982500
185,361500_-983000,849.2959999999999,1.639643253881807,5,0.7332707549057332,0.7332707549057332,361500,-983000
186,361500_-988500,904.5575,0.1901534468089824,4,0.0950767234044912,0.0950767234044912,361500,-988500
187,361500_-989000,876.8642105263157,27.809511225835763,19,6.379939426456737,6.379939426456737,361500,-989000
188,361500_-990000,929.8230739592248,12.998006100971045,30,2.373100381363871,2.373100381363871,361500,-990000
189,361500_-992500,779.4617391304347,10.98800447271896,23,2.2911573142855106,2.2911573142855106,361500,-992500
190,361500_-993000,764.91,,1,,,361500,-993000
191,361500_-995000,934.57,14.51682472168066,12,4.1906463304204715,4.1906463304204715,361500,-995000
192,361500_-995500,908.2603225806452,24.227541006585913,31,4.351394819853937,4.351394819853937,361500,-995500
193,361500_-996000,883.2149999999999,1.364716087689961,2,0.9649999999999465,0.9649999999999465,361500,-996000
194,361500_-996500,917.855,4.579714692714615,16,1.1449286731786537,1.1449286731786537,361500,-996500
195,361500_-997000,773.2653658536585,76.39105998405712,41,11.93027921236836,11.93027921236836,361500,-997000
196,361500_-997500,752.5229166666667,13.22156225695331,24,2.698840094331362,2.698840094331362,361500,-997500
197,362000_-981000,738.7637500000001,19.370000743529825,24,3.9538848449149038,3.9538848449149038,362000,-981000
198,362000_-981500,708.467,2.780339055431546,20,0.6217027128442493,0.6217027128442493,362000,-981500
199,362000_-983000,856.064,4.695786913483459,20,1.0500098746402937,1.0500098746402937,362000,-983000
200,362000_-983500,868.5175,0.9181276236631999,4,0.45906381183159994,0.45906381183159994,362000,-983500
201,362000_-988000,879.46,,1,,,362000,-988000
202,362000_-988500,895.7659090909091,7.335379146945155,22,1.5639080888687136,1.5639080888687136,362000,-988500
203,362000_-990000,955.7858614253016,7.971121209012015,30,1.4553209649279109,1.4553209649279109,362000,-990000
204,362000_-992000,827.0104347826087,9.865538495306279,23,2.057106978706304,2.057106978706304,362000,-992000
205,362000_-992500,804.58,,1,,,362000,-992500
206,362000_-994500,921.419090909091,3.303205880793547,11,0.9959540465352384,0.9959540465352384,362000,-994500
207,362000_-995000,941.4089285714286,18.909307200675663,28,3.573523165536481,3.573523165536481,362000,-995000
208,362000_-995500,893.2416666666667,8.436310607526668,6,3.444109383344916,3.444109383344916,362000,-995500
209,362000_-996000,852.7835294117647,27.617302307877694,17,6.698179677058477,6.698179677058477,362000,-996000
210,362000_-996500,755.3217307692308,61.59288661249302,52,8.541396572507042,8.541396572507042,362000,-996500
211,362000_-997000,735.0440000000001,2.6460713016344264,10,0.8367612164371211,0.8367612164371211,362000,-997000
212,362500_-1000000,856.12625,4.331182410315677,8,1.5313042264450551,1.5313042264450551,362500,-1000000
213,362500_-979500,785.845,1.7997129400731067,4,0.8998564700365533,0.8998564700365533,362500,-979500
214,362500_-980500,805.2373684210527,6.1094206327470735,19,1.4015972179856215,1.4015972179856215,362500,-980500
215,362500_-981000,793.4551851851852,14.481279525482547,27,2.7869235440825215,2.7869235440825215,362500,-981000
216,362500_-983500,876.9445,5.518361193611639,20,1.2339430753312504,1.2339430753312504,362500,-983500
217,362500_-984000,881.3125,1.0865043334779902,4,0.5432521667389951,0.5432521667389951,362500,-984000
218,362500_-988000,875.245,12.774937796885132,22,2.7236258896942735,2.7236258896942735,362500,-988000
219,362500_-990000,960.580431172003,1.7619049772563822,17,0.4273247249135027,0.4273247249135027,362500,-990000
220,362500_-991000,903.87,,1,,,362500,-991000
221,362500_-991500,878.9895652173913,17.454097846080558,23,3.6394309852703386,3.6394309852703386,362500,-991500
222,362500_-992000,845.73,,1,,,362500,-992000
223,362500_-994000,965.78,8.075563138258499,11,2.4348739000389443,2.4348739000389443,362500,-994000
224,362500_-994500,943.7952380952381,17.338692459077645,21,3.7836128878706345,3.7836128878706345,362500,-994500
225,362500_-995000,917.9353846153846,1.999306610572009,13,0.5545078845993456,0.5545078845993456,362500,-995000
226,362500_-995500,843.6009523809523,39.670544224242946,21,8.656822465127929,8.656822465127929,362500,-995500
227,362500_-996000,771.6850943396227,40.14944178281562,53,5.514949965512613,5.514949965512613,362500,-996000
228,363000_-1000000,829.2475000000001,16.74387645332496,20,3.7440445956492696,3.7440445956492696,363000,-1000000
229,363000_-979000,765.1147368421052,6.202805251050295,19,1.4230211187258774,1.4230211187258774,363000,-979000
230,363000_-979500,780.2975,1.8010066629526853,4,0.9005033314763426,0.9005033314763426,363000,-979500
231,363000_-980000,752.3165,5.56694688600304,20,1.244807166423357,1.244807166423357,363000,-980000
232,363000_-980500,778.6472413793103,9.486063046291925,29,1.7615176853500139,1.7615176853500139,363000,-980500
233,363000_-984000,868.6735000000001,7.1163816019984925,20,1.5912713015897482,1.5912713015897482,363000,-984000
234,363000_-984500,890.1175000000001,4.05863174809765,4,2.029315874048825,2.029315874048825,363000,-984500
235,363000_-987500,850.653,23.308473521334207,20,5.211933124545718,5.211933124545718,363000,-987500
236,363000_-988000,889.16,1.620000000000033,3,0.9353074360872128,0.9353074360872128,363000,-988000
237,363000_-990500,817.4,,1,,,363000,-990500
238,363000_-991000,877.5952173913043,28.882822965399207,23,6.022484906944439,6.022484906944439,363000,-991000
239,363000_-993500,884.1255555555556,2.7124440598430395,9,0.9041480199476798,0.9041480199476798,363000,-993500
240,363000_-994000,911.8892857142857,20.58910371430096,14,5.502669428547785,5.502669428547785,363000,-994000
241,363000_-994500,936.8847619047618,15.4056754538864,21,3.3617939952075044,3.3617939952075044,363000,-994500
242,363000_-995000,851.5052173913043,8.323414328684887,23,1.7355518616999897,1.7355518616999897,363000,-995000
243,363000_-995500,839.621923076923,33.3645851952167,52,4.62683548869002,4.62683548869002,363000,-995500
244,363000_-999500,810.01453125,12.35016893781859,64,1.5437711172273239,1.5437711172273239,363000,-999500
245,363500_-978500,745.3735294117647,5.147256479398207,17,1.248393067453159,1.248393067453159,363500,-978500
246,363500_-979000,754.5757142857144,0.7469907884942109,7,0.2823359797159615,0.2823359797159615,363500,-979000
247,363500_-979500,743.3536,0.4312953357812543,25,0.08625906715625085,0.08625906715625085,363500,-979500
248,363500_-980000,744.9007407407407,0.5123619958727661,27,0.09860411207989181,0.09860411207989181,363500,-980000
249,363500_-984500,902.4024999999999,2.104708693432542,20,0.4706271711349929,0.4706271711349929,363500,-984500
250,363500_-985000,903.9500000000002,0.7400000000000091,3,0.4272391992003283,0.4272391992003283,363500,-985000
251,363500_-987000,861.16375,4.1528767137973235,16,1.0382191784493309,1.0382191784493309,363500,-987000
252,363500_-987500,833.6583333333333,9.792710384090105,6,3.9978572733125053,3.9978572733125053,363500,-987500
253,363500_-990000,935.1450107129552,25.99172554938658,25,5.198345109877316,5.198345109877316,363500,-990000
254,363500_-990500,798.7982608695653,5.85478875651367,23,1.2208078469923973,1.2208078469923973,363500,-990500
255,363500_-993000,998.02,12.413866239008726,9,4.137955413002909,4.137955413002909,363500,-993000
256,363500_-993500,921.0840000000001,24.66755932104236,15,6.369136429465374,6.369136429465374,363500,-993500
257,363500_-994000,870.967894736842,3.838380125561263,19,0.8805847933798161,0.8805847933798161,363500,-994000
258,363500_-994500,866.8757692307693,47.661645391075375,26,9.347217688424346,9.347217688424346,363500,-994500
259,363500_-995000,850.915625,41.39991658467547,48,5.975563246147609,5.975563246147609,363500,-995000
260,363500_-998500,850.5319999999999,4.666971180540917,5,2.087132961744387,2.087132961744387,363500,-998500
261,363500_-999000,843.2744642857143,9.850259972507017,56,1.3162963567062342,1.3162963567062342,363500,-999000
262,363500_-999500,821.3263636363637,4.096528463778287,11,1.2351498052148717,1.2351498052148717,363500,-999500
263,364000_-978000,720.84,11.463265387023661,16,2.8658163467559152,2.8658163467559152,364000,-978000
264,364000_-978500,736.1225,0.8695770729005664,8,0.30744192250616964,0.30744192250616964,364000,-978500
265,364000_-979000,740.5832258064517,0.41906552468381747,31,0.07526639012984593,0.07526639012984593,364000,-979000
266,364000_-979500,741.8545,0.40862381361423394,20,0.09137106244666311,0.09137106244666311,364000,-979500
267,364000_-985000,903.6782608695652,6.893014020912041,23,1.4372927796576753,1.4372927796576753,364000,-985000
268,364000_-986500,903.8315384615385,8.616564325137471,13,2.3898049609705323,2.3898049609705323,364000,-986500
269,364000_-987000,876.247,7.498774788812713,10,2.37132079932963,2.37132079932963,364000,-987000
270,364000_-989500,875.23,,1,,,364000,-989500
271,364000_-990000,860.2617391304348,29.14443134899234,23,6.07703402576178,6.07703402576178,364000,-990000
272,364000_-992500,1017.7211111111111,11.933483821211347,9,3.9778279404037824,3.9778279404037824,364000,-992500
273,364000_-993000,1006.5146666666666,1.467884126736079,15,0.3790060518007367,0.3790060518007367,364000,-993000
274,364000_-993500,930.6507692307691,4.713400155475943,13,1.3072619955652656,1.3072619955652656,364000,-993500
275,364000_-994000,905.1011428571429,15.176246488476366,35,2.565253858108902,2.565253858108902,364000,-994000
276,364000_-994500,904.1502127659573,16.740037723888857,47,2.4417854602694824,2.4417854602694824,364000,-994500
277,364000_-998000,865.961,2.095977364169529,10,0.6628062394931905,0.6628062394931905,364000,-998000
278,364000_-998500,854.8147368421053,10.50759152511206,38,1.7045564298652351,1.7045564298652351,364000,-998500
279,364000_-999000,852.5033333333334,0.775005376325415,3,0.4474495626448856,0.4474495626448856,364000,-999000
280,364500_-1000000,768.2772727272727,13.454759076928262,11,4.05676250025451,4.05676250025451,364500,-1000000
281,364500_-977500,656.6006666666667,8.21295619882455,15,2.120576172078563,2.120576172078563,364500,-977500
282,364500_-978000,682.61,7.333369913328627,8,2.5927377973320382,2.5927377973320382,364500,-978000
283,364500_-978500,741.795,0.046335404357476226,34,0.007946456289313212,0.007946456289313212,364500,-978500
284,364500_-979000,741.6073333333334,0.12897766510226105,15,0.03330188993158497,0.03330188993158497,364500,-979000
285,364500_-985500,920.6768181818181,10.59857420166623,22,2.259623612143332,2.259623612143332,364500,-985500
286,364500_-986000,922.5027272727274,9.081765347011618,11,2.738255280917213,2.738255280917213,364500,-986000
287,364500_-986500,925.3249999999999,6.5715371109049,12,1.8970393599852797,1.8970393599852797,364500,-986500
288,364500_-989500,923.7841666666667,22.355494396459722,24,4.5632961849145754,4.5632961849145754,364500,-989500
289,364500_-992000,977.0799999999999,22.33298905207272,5,9.987616332238638,9.987616332238638,364500,-992000
290,364500_-992500,1026.2164705882353,2.7039714800097876,17,0.6558094129845922,0.6558094129845922,364500,-992500
291,364500_-993000,974.582,12.208708003352037,10,3.860732457851904,3.860732457851904,364500,-993000
292,364500_-993500,948.9626086956522,31.159302262533487,46,4.59418847800965,4.59418847800965,364500,-993500
293,364500_-994000,909.4302272727273,20.130445701304964,44,3.0347788751750606,3.0347788751750606,364500,-994000
294,364500_-997500,874.7615384615384,4.305339410069476,13,1.1940863077908754,1.1940863077908754,364500,-997500
295,364500_-998000,875.12,11.733792350592761,42,1.8105634674560318,1.8105634674560318,364500,-998000
296,364500_-998500,845.6400000000001,0.9899494936611907,2,0.700000000000017,0.700000000000017,364500,-998500
297,364500_-999000,738.74,6.15334597326261,4,3.076672986631305,3.076672986631305,364500,-999000
298,364500_-999500,741.9952173913043,9.273426291175568,23,1.9336430494059458,1.9336430494059458,364500,-999500
299,365000_-977000,638.3476923076923,1.2129313929908419,13,0.33640664084988026,0.33640664084988026,365000,-977000
300,365000_-977500,644.858,1.7676274117207385,10,0.5589728675585744,0.5589728675585744,365000,-977500
301,365000_-978000,737.7161111111111,5.530831649052273,36,0.9218052748420456,0.9218052748420456,365000,-978000
302,365000_-978500,742.0807692307692,0.16413721589285454,13,0.04552347293181461,0.04552347293181461,365000,-978500
303,365000_-985500,896.1307142857142,3.602536423316028,14,0.9628183585301852,0.9628183585301852,365000,-985500
304,365000_-986000,901.613870967742,11.385933332382688,31,2.0449739950193164,2.0449739950193164,365000,-986000
305,365000_-989000,959.515,15.609027488297777,24,3.1861793939505065,3.1861793939505065,365000,-989000
306,365000_-992000,815.6427272727273,65.8557699812768,22,14.040497336158518,14.040497336158518,365000,-992000
307,365000_-992500,857.03125,39.24664842378267,8,13.875785619650527,13.875785619650527,365000,-992500
308,365000_-993000,929.6452830188679,36.93562042484677,53,5.073497651351669,5.073497651351669,365000,-993000
309,365000_-993500,938.0524324324325,20.49047046873329,37,3.3686125944700827,3.3686125944700827,365000,-993500
310,365000_-997000,869.0405555555556,6.795613180334224,18,1.601741387378337,1.601741387378337,365000,-997000
311,365000_-997500,872.9458490566037,12.234692230570303,53,1.680564224529781,1.680564224529781,365000,-997500
312,365000_-998000,854.6728571428572,13.912866758097442,21,3.0360364310864947,3.0360364310864947,365000,-998000
313,365000_-998500,797.3933333333332,20.62242961761129,21,4.500183082695378,4.500183082695378,365000,-998500
314,365000_-999000,750.8915789473684,21.443884459252114,19,4.919564490254858,4.919564490254858,365000,-999000
315,365500_-1000000,832.1659999999999,6.5079937171314315,10,2.0580083144200896,2.0580083144200896,365500,-1000000
316,365500_-976500,645.4525,2.845478470709784,12,0.8214188805187893,0.8214188805187893,365500,-976500
